event_id,zone_id,season_index,day_of_week,start_hour,risk_tier_index,radius_km,rain_norm_mean,traffic_norm_mean,aqi_norm_mean,outage_active_ratio,event_flag_active_ratio,peak_zdi_first_hour,zdi_rise_rate_first_hour,payout_rate
SYN-SEV-BLR-02-2023-0001640-3c3ac3,BLR-02,3,1,3,2,2.5,80.2761,47.5746,17.5364,0.053557,0.025171,45.6384,8.601304,0.4
SYN-SEV-BLR-04-2024-0000862-bdeb4c,BLR-04,2,0,17,1,2.5,41.2204,43.4687,21.5186,0.052024,0.001787,28.665,7.392231,0.4
SYN-SEV-BLR-03-2023-0001035-02f3b9,BLR-03,3,4,9,2,2.5,77.6466,54.0424,22.8304,0.111876,0.018972,47.2405,6.076875,0.7
SYN-SEV-BLR-02-2022-0002876-a63d13,BLR-02,4,0,12,2,2.5,33.5609,48.784,24.6964,0.04428,0.017594,26.7233,7.379514,0.4
SYN-SEV-BLR-04-2022-0001420-09a994,BLR-04,3,1,18,1,2.5,81.5905,53.3272,20.8739,0.077789,0.043612,46.5745,9.523555,0.7
SYN-SEV-BLR-02-2026-0001082-bf42e7,BLR-02,2,2,13,2,2.5,51.3433,52.5827,20.3911,0.305547,0.086724,43.049,12.442359,0.7
SYN-SEV-BLR-02-2023-0000626-8e5fca,BLR-02,4,3,17,2,2.5,56.4573,45.395,25.414,0.094265,0.049424,37.0534,9.701761,0.4
SYN-SEV-BLR-03-2025-0002121-036bd0,BLR-03,2,3,6,2,2.5,35.6242,47.4517,25.4431,0.059959,0.028987,34.7789,4.603759,0.4
SYN-SEV-BLR-02-2026-0000458-464bb7,BLR-02,1,2,10,2,2.5,22.977,46.9604,27.6723,0.061717,0.034898,25.0,5.985221,0.4
SYN-SEV-BLR-05-2026-0001151-739f4b,BLR-05,1,2,18,0,2.5,38.9218,39.4729,24.7574,0.041024,0.048515,28.8273,8.493751,0.4
SYN-SEV-BLR-06-2022-0002922-d7bd73,BLR-06,3,1,4,1,2.5,69.4221,47.7222,14.7265,0.068735,0.038312,44.8793,7.821498,0.4
SYN-SEV-BLR-06-2023-0002706-9cd2be,BLR-06,2,2,20,1,2.5,63.3387,47.4411,22.6489,0.034334,0.040917,41.15,6.560148,0.4
SYN-SEV-BLR-03-2026-0000987-375f60,BLR-03,1,0,9,2,2.5,30.7056,18.439,26.8871,0.073011,0.037543,25.0,4.796337,0.4
SYN-SEV-BLR-03-2024-0001365-12b253,BLR-03,4,5,18,2,2.5,35.0053,45.2861,24.7346,0.108731,0.006283,29.4942,5.216601,0.4
SYN-SEV-BLR-05-2022-0001421-1ef64d,BLR-05,3,5,10,0,2.5,72.7525,53.6264,11.0457,0.055166,0.00147,44.1839,4.379054,0.4
SYN-SEV-BLR-04-2026-0000976-fcb72f,BLR-04,2,4,8,1,2.5,37.7123,34.899,21.3411,0.098128,0.024367,29.7046,9.323846,0.4
SYN-SEV-BLR-05-2026-0000449-5987ef,BLR-05,4,1,11,0,2.5,37.8225,72.0205,18.5223,0.403403,0.179348,50.3441,12.609303,0.7
SYN-SEV-BLR-06-2022-0002700-0f5555,BLR-06,1,4,11,1,2.5,12.7314,33.6265,28.9169,0.067651,0.046495,25.0,3.023431,0.4
SYN-SEV-BLR-03-2024-0001653-02ac12,BLR-03,3,2,9,2,2.5,90.8871,51.4268,19.9358,0.081682,0.040465,50.6832,9.179746,0.7
SYN-SEV-BLR-05-2023-0001301-aa2fad,BLR-05,1,1,11,0,2.5,28.4681,34.2103,25.2565,0.045048,0.0065,27.3675,5.01067,0.4
SYN-SEV-BLR-01-2026-0001681-07199e,BLR-01,2,4,20,2,2.5,68.6161,47.52,26.3231,0.108498,0.047689,46.3621,9.270757,0.7
SYN-SEV-BLR-02-2024-0000080-824ae8,BLR-02,1,4,10,2,2.5,31.353,39.99,31.0305,0.082087,0.037283,25.0,7.788274,0.4
SYN-SEV-BLR-04-2026-0001600-c73f78,BLR-04,3,1,6,1,2.5,95.7433,45.5801,12.6913,0.073616,0.048639,46.5221,7.836228,0.7
SYN-SEV-BLR-04-2024-0002050-165f67,BLR-04,2,6,23,1,2.5,31.1503,58.4668,19.0042,0.379076,0.04592,34.6443,11.226595,0.4
SYN-SEV-BLR-01-2025-0002305-e930aa,BLR-01,3,5,3,2,2.5,76.9031,29.7019,16.7568,0.049248,0.028634,40.6646,3.528906,0.4
SYN-SEV-BLR-06-2026-0000504-20f221,BLR-06,2,1,20,1,2.5,35.7723,33.1641,26.7438,0.072081,0.028539,30.5061,4.390587,0.4
SYN-SEV-BLR-05-2026-0000395-f16554,BLR-05,3,0,14,0,2.5,58.1832,68.7919,10.1109,0.366845,0.003546,50.2177,12.783768,0.7
SYN-SEV-BLR-05-2026-0000287-f204be,BLR-05,1,2,17,0,2.5,31.7382,67.9058,24.8692,0.454475,0.017885,48.3547,12.327631,0.7
SYN-SEV-BLR-03-2025-0002367-a23894,BLR-03,1,2,15,2,2.5,30.25,36.2075,32.5188,0.058896,0.028026,31.0605,7.771527,0.4
SYN-SEV-BLR-02-2025-0002678-612fbf,BLR-02,1,3,19,2,2.5,37.3421,51.2267,31.1984,0.114305,0.0189,30.2102,8.200954,0.4
SYN-SEV-BLR-01-2026-0000511-e0c28a,BLR-01,1,6,5,2,2.5,34.1239,36.9268,30.3511,0.047559,0.033043,29.918,7.385812,0.4
SYN-SEV-BLR-03-2024-0000399-c8b2bf,BLR-03,2,6,18,2,2.5,43.3686,27.7976,20.8196,0.097423,0.045756,26.2818,3.496398,0.4
SYN-SEV-BLR-06-2025-0001074-6f6c9e,BLR-06,1,3,7,1,2.5,41.0537,57.0938,32.3076,0.073386,0.273997,31.4978,9.22266,0.4
SYN-SEV-BLR-01-2026-0000757-8b0621,BLR-01,1,2,22,2,2.5,31.9255,48.9232,32.2043,0.221571,0.038719,28.9912,7.093179,0.4
SYN-SEV-BLR-04-2026-0002194-102d53,BLR-04,2,4,15,1,2.5,44.0613,34.141,24.0682,0.078623,0.012644,28.0409,7.284869,0.4
SYN-SEV-BLR-03-2025-0000711-665297,BLR-03,1,3,10,2,2.5,40.865,34.933,24.8294,0.108385,0.00586,42.83,6.694365,0.4
SYN-SEV-BLR-01-2024-0000349-fb15ca,BLR-01,3,1,14,2,2.5,85.4454,60.3242,14.5454,0.060327,0.048083,56.6707,10.345679,0.7
SYN-SEV-BLR-03-2022-0001041-5830bf,BLR-03,2,1,7,2,2.5,49.6934,56.1313,18.701,0.111587,0.01969,38.3023,7.472552,0.4
SYN-SEV-BLR-03-2024-0001155-d806f0,BLR-03,2,3,9,2,2.5,53.9097,66.4273,19.2335,0.361119,0.005414,49.1265,11.867643,0.7
SYN-SEV-BLR-05-2025-0000425-0eeced,BLR-05,2,2,22,0,2.5,35.6548,37.2749,19.2211,0.083448,0.038211,29.0813,7.520732,0.4
SYN-SEV-BLR-02-2023-0002624-7a1d86,BLR-02,3,1,18,2,2.5,74.5226,48.242,21.2688,0.066466,0.044281,42.3703,5.131302,0.4
SYN-SEV-BLR-03-2022-0001677-604aea,BLR-03,4,0,18,2,2.5,23.8419,42.1623,20.181,0.091497,0.02624,25.0,3.133738,0.4
SYN-SEV-BLR-03-2025-0001149-cfabf0,BLR-03,4,2,3,2,2.5,33.3199,73.6509,21.5966,0.488716,0.022032,44.4448,17.758958,0.7
SYN-SEV-BLR-05-2026-0002285-78ef33,BLR-05,2,4,12,0,2.5,37.0586,37.4454,21.5287,0.047632,0.002245,25.0,8.692168,0.4
SYN-SEV-BLR-04-2023-0002872-5d64b1,BLR-04,2,3,12,1,2.5,42.8918,47.7982,24.9596,0.059377,0.004273,37.2705,7.581058,0.4
SYN-SEV-BLR-06-2026-0002838-c8a55e,BLR-06,2,5,10,1,2.5,49.0784,41.6689,25.7858,0.070449,0.039182,29.7587,8.006754,0.4
SYN-SEV-BLR-01-2023-0001255-9ece8c,BLR-01,3,6,2,2,2.5,89.7147,41.0299,17.4242,0.053577,0.003639,42.8444,10.919225,0.7
SYN-SEV-BLR-02-2026-0001316-c1e796,BLR-02,3,1,7,2,2.5,83.7481,71.7653,16.4604,0.399464,0.020786,54.9659,12.751631,0.7
SYN-SEV-BLR-04-2026-0000694-c6930d,BLR-04,3,3,21,1,2.5,69.8475,48.9635,15.2369,0.034326,0.043401,38.6581,6.267598,0.4
SYN-SEV-BLR-04-2025-0001864-8bd17b,BLR-04,2,5,11,1,2.5,45.1233,29.3887,19.0139,0.03816,0.047024,31.1854,4.024841,0.4
SYN-SEV-BLR-03-2022-0002319-760610,BLR-03,2,3,15,2,2.5,67.3565,52.4949,26.7552,0.071502,0.040011,35.4439,8.667711,0.4
SYN-SEV-BLR-03-2025-0001857-02fcbd,BLR-03,3,6,13,2,2.5,83.7706,76.9517,19.2292,0.423993,0.003581,56.4963,16.085637,1.0
SYN-SEV-BLR-05-2023-0002057-e656b8,BLR-05,3,6,15,0,2.5,77.8269,36.2824,18.5695,0.042548,0.097161,44.631,8.917337,0.7
SYN-SEV-BLR-04-2023-0000940-9e4842,BLR-04,4,0,5,1,2.5,37.7603,40.6714,17.6665,0.031247,0.046104,25.0,6.769232,0.4
SYN-SEV-BLR-06-2026-0001440-2e4e74,BLR-06,4,5,7,1,2.5,43.9754,60.8177,18.388,0.304687,0.028014,42.0952,11.806886,0.4
SYN-SEV-BLR-05-2025-0000281-be46cf,BLR-05,3,5,11,0,2.5,71.6704,36.3333,10.7843,0.03471,0.003409,43.0238,7.649399,0.4
SYN-SEV-BLR-06-2026-0001080-919cc0,BLR-06,3,4,18,1,2.5,67.494,41.0017,18.1652,0.074128,0.038079,33.2524,6.555033,0.4
SYN-SEV-BLR-02-2023-0000530-c58771,BLR-02,3,0,10,2,2.5,91.5172,63.6631,16.5364,0.100564,0.217321,58.1435,10.522816,0.7
SYN-SEV-BLR-01-2025-0001495-99335f,BLR-01,4,6,10,2,2.5,38.5723,49.7461,23.6723,0.048086,0.035513,35.3668,3.764883,0.4
SYN-SEV-BLR-04-2026-0002416-8c1000,BLR-04,4,0,11,1,2.5,18.7138,38.9768,17.764,0.393543,0.009854,30.7547,12.611392,0.4
SYN-SEV-BLR-06-2026-0000618-9221e4,BLR-06,4,1,13,1,2.5,38.2853,58.9461,24.3781,0.382792,0.164838,39.2094,12.848946,0.4
SYN-SEV-BLR-06-2024-0000714-00417a,BLR-06,3,3,15,1,2.5,76.8024,43.1746,11.7859,0.106301,0.024392,49.7638,9.367973,0.7
SYN-SEV-BLR-06-2025-0000060-5dd43c,BLR-06,1,5,23,1,2.5,32.5515,60.1573,25.8059,0.459643,0.024919,40.3672,16.216342,0.4
SYN-SEV-BLR-02-2022-0000746-8c8cc2,BLR-02,1,3,15,2,2.5,15.7339,33.3805,34.5703,0.081301,0.028102,26.6269,4.77099,0.4
SYN-SEV-BLR-05-2022-0000581-acca58,BLR-05,1,0,4,0,2.5,25.1559,38.8121,28.8045,0.072766,0.157205,34.402,5.592003,0.4
SYN-SEV-BLR-01-2022-0002023-a2e852,BLR-01,4,4,7,2,2.5,43.1235,76.7798,24.3708,0.358034,0.04098,42.9593,13.707258,0.7
SYN-SEV-BLR-03-2025-0001947-a9fe17,BLR-03,4,6,3,2,2.5,53.0682,43.61,25.6167,0.042687,0.000405,30.8706,9.15695,0.4
SYN-SEV-BLR-05-2024-0000227-baf39a,BLR-05,3,3,9,0,2.5,70.0097,44.0323,13.136,0.028643,6.4e-05,27.1771,7.943651,0.4
SYN-SEV-BLR-04-2024-0001558-e9adb7,BLR-04,1,5,8,1,2.5,28.3933,43.219,28.8634,0.071869,0.02383,25.0,6.504423,0.4
SYN-SEV-BLR-01-2023-0001627-30bedf,BLR-01,3,3,1,2,2.5,87.3013,81.0953,18.4883,0.37119,0.001359,64.9084,11.392771,1.0
SYN-SEV-BLR-05-2024-0001559-f29f05,BLR-05,3,3,8,0,2.5,86.4245,47.7216,17.068,0.084708,0.023669,54.5373,9.064964,0.7
SYN-SEV-BLR-06-2023-0002862-b96e9f,BLR-06,2,4,2,1,2.5,42.1185,50.1017,15.9954,0.074053,0.047536,32.0316,5.808455,0.4
SYN-SEV-BLR-01-2026-0002371-779b3e,BLR-01,3,5,18,2,2.5,78.0135,82.8541,18.1491,0.336451,0.258746,74.3174,15.184803,1.0
SYN-SEV-BLR-03-2022-0002709-aca79b,BLR-03,2,2,12,2,2.5,52.1246,46.2376,29.6853,0.081227,0.040607,40.0017,8.96235,0.4
SYN-SEV-BLR-06-2025-0001020-ed4264,BLR-06,1,1,10,1,2.5,19.3566,36.0532,29.2354,0.059895,0.022491,30.1065,0.758266,0.4
SYN-SEV-BLR-06-2022-0002538-f6186d,BLR-06,3,4,21,1,2.5,61.3803,52.8544,16.3958,0.289499,0.000195,46.932,9.769874,0.7
SYN-SEV-BLR-01-2024-0002527-88d5ca,BLR-01,2,4,14,2,2.5,46.1623,48.3305,25.3378,0.095722,0.017774,35.0212,7.742777,0.4
SYN-SEV-BLR-05-2026-0000635-fbc05b,BLR-05,3,4,14,0,2.5,69.1263,74.5556,15.5518,0.33682,0.047237,53.9689,13.535148,0.7
SYN-SEV-BLR-03-2026-0000255-d93c23,BLR-03,3,4,12,2,2.5,80.1339,45.0276,22.9728,0.079214,0.037506,43.2653,9.307156,0.7
SYN-SEV-BLR-05-2025-0001043-db15b9,BLR-05,4,1,12,0,2.5,21.1542,35.2581,14.2359,0.096968,0.047164,25.0,6.079709,0.4
SYN-SEV-BLR-02-2022-0001184-e1a973,BLR-02,3,2,18,2,2.5,87.2496,61.3624,21.978,0.098964,0.099557,63.3359,10.649947,0.7
SYN-SEV-BLR-03-2026-0002415-98bf5d,BLR-03,4,3,4,2,2.5,37.9435,43.3336,19.75,0.051258,0.048434,25.0,5.734369,0.4
SYN-SEV-BLR-04-2025-0001318-b9692a,BLR-04,1,2,15,1,2.5,25.9264,51.033,25.5069,0.356054,0.025054,31.4196,13.194646,0.4
SYN-SEV-BLR-02-2025-0001748-e5fd6f,BLR-02,1,5,12,2,2.5,22.9512,30.6272,28.4328,0.044687,0.017886,25.0,4.505843,0.4
SYN-SEV-BLR-04-2022-0000544-8136c0,BLR-04,1,4,17,1,2.5,15.0059,32.5644,25.3199,0.060804,0.148719,25.0,4.685208,0.4
SYN-SEV-BLR-06-2024-0002784-2f89b1,BLR-06,3,0,18,1,2.5,88.0076,42.9902,14.071,0.090056,0.008514,54.2109,7.628357,0.7
SYN-SEV-BLR-05-2024-0001691-fbec12,BLR-05,3,5,14,0,2.5,94.1789,61.7252,9.8539,0.097756,0.027686,56.6788,10.933177,0.7
SYN-SEV-BLR-06-2024-0000984-acb0f8,BLR-06,3,6,20,1,2.5,83.5704,56.9923,15.8445,0.077508,0.037923,54.8736,7.603056,0.7
SYN-SEV-BLR-01-2022-0001375-5b9839,BLR-01,3,6,12,2,2.5,84.0006,40.7986,20.3861,0.105106,0.012456,55.7396,8.721118,0.7
SYN-SEV-BLR-04-2024-0001018-c72c2d,BLR-04,1,6,13,1,2.5,27.0169,43.6137,24.0573,0.04713,0.008621,25.0,7.488291,0.4
SYN-SEV-BLR-03-2024-0001095-58eb94,BLR-03,4,2,9,2,2.5,33.2096,24.6901,22.5348,0.041624,0.028358,26.8446,6.455838,0.4
SYN-SEV-BLR-01-2023-0002449-8b858f,BLR-01,2,2,10,2,2.5,39.2373,45.7219,27.0558,0.110186,0.047711,28.4923,6.110294,0.4
SYN-SEV-BLR-01-2025-0001027-e07b25,BLR-01,4,1,21,2,2.5,34.045,50.2475,19.5527,0.241615,0.006221,30.6335,12.241907,0.4
SYN-SEV-BLR-02-2023-0001964-e5d877,BLR-02,3,4,11,2,2.5,91.9195,49.6184,17.6557,0.042499,0.042319,53.2844,6.058421,0.7
SYN-SEV-BLR-06-2024-0002736-e421b6,BLR-06,2,2,21,1,2.5,25.4203,58.8001,21.7103,0.230024,0.025514,35.5729,8.475794,0.4
SYN-SEV-BLR-01-2025-0000955-9f4299,BLR-01,3,6,8,2,2.5,69.0295,49.9772,16.7902,0.093359,0.013666,42.2119,5.1544,0.7
SYN-SEV-BLR-06-2022-0000414-578191,BLR-06,1,3,5,1,2.5,36.1888,36.6441,32.5094,0.106039,0.031904,35.6583,8.577897,0.4
SYN-SEV-BLR-05-2023-0001667-5ec5a8,BLR-05,1,2,17,0,2.5,19.9069,41.3998,27.609,0.060207,0.028964,25.0,4.179346,0.4
SYN-SEV-BLR-01-2026-0002911-835440,BLR-01,1,0,13,2,2.5,33.1138,31.2713,28.2363,0.075901,0.034639,27.1075,5.06062,0.4
SYN-SEV-BLR-04-2022-0001786-265e15,BLR-04,2,5,8,1,2.5,49.1313,47.0459,23.8947,0.077045,0.021099,38.216,5.764236,0.4
SYN-SEV-BLR-05-2022-0001085-661f4a,BLR-05,1,5,0,0,2.5,20.0592,30.9723,31.9173,0.052479,0.005345,25.0,4.911411,0.4
SYN-SEV-BLR-01-2022-0002923-21eb91,BLR-01,4,3,18,2,2.5,45.7687,43.612,23.7383,0.07216,0.002896,31.218,2.248687,0.4
SYN-SEV-BLR-04-2026-0000904-5ea04e,BLR-04,1,0,14,1,2.5,10.5787,26.9966,24.2708,0.04334,0.007937,25.0,4.959592,0.4
SYN-SEV-BLR-05-2022-0000251-efac8a,BLR-05,4,6,14,0,2.5,14.4379,69.9692,24.8909,0.497704,0.017133,25.6294,15.871706,0.4
SYN-SEV-BLR-01-2023-0001321-dd3ddf,BLR-01,3,0,6,2,2.5,84.3603,49.8217,19.046,0.049398,0.014776,54.1771,9.655421,0.7
SYN-SEV-BLR-01-2023-0001897-6e91d3,BLR-01,2,5,11,2,2.5,69.1053,59.2004,20.8128,0.24384,0.038206,47.0197,13.707259,0.7
SYN-SEV-BLR-04-2022-0000418-eff9ab,BLR-04,1,5,11,1,2.5,28.6669,38.7694,25.1771,0.030296,0.03538,25.0,4.524153,0.4
SYN-SEV-BLR-04-2025-0000868-5e2e86,BLR-04,3,4,9,1,2.5,75.437,58.2417,15.3728,0.082065,0.012254,47.3423,5.973052,0.4
SYN-SEV-BLR-04-2023-0002182-2dbd46,BLR-04,1,3,17,1,2.5,21.5443,31.6042,23.7209,0.052674,0.030114,25.0,7.70848,0.4
SYN-SEV-BLR-06-2026-0000408-db6ec9,BLR-06,2,5,19,1,2.5,50.3599,62.7743,23.0299,0.387531,0.007557,42.5364,12.183024,0.4
SYN-SEV-BLR-03-2022-0001869-91ac10,BLR-03,2,0,15,2,2.5,61.602,63.7295,23.3342,0.327177,0.014793,52.8502,10.780765,0.7
SYN-SEV-BLR-06-2024-0002238-2b7198,BLR-06,3,0,12,1,2.5,65.3003,72.3473,18.5874,0.389425,0.008008,53.9033,11.799698,0.7
SYN-SEV-BLR-06-2022-0000180-02b81b,BLR-06,1,4,11,1,2.5,36.4836,47.1433,26.6591,0.089239,0.0258,34.0034,3.284657,0.4
SYN-SEV-BLR-06-2026-0001398-eb5093,BLR-06,1,5,7,1,2.5,22.6075,29.708,32.7404,0.034561,0.043759,25.0,4.93783,0.4
SYN-SEV-BLR-03-2025-0000927-a33615,BLR-03,2,6,17,2,2.5,49.7949,46.1077,28.3581,0.080636,0.020357,34.2008,9.851237,0.4
SYN-SEV-BLR-02-2022-0000548-d27da1,BLR-02,1,3,14,2,2.5,28.2384,46.2487,29.1163,0.116593,0.015915,29.6553,6.598305,0.4
SYN-SEV-BLR-06-2025-0000516-b6a7b6,BLR-06,3,5,1,1,2.5,69.625,48.3757,20.8501,0.096356,0.019587,49.8257,6.142244,0.7
SYN-SEV-BLR-02-2026-0000374-f59852,BLR-02,3,1,11,2,2.5,70.7407,54.8448,19.6791,0.085239,0.032977,43.0065,7.305271,0.4
SYN-SEV-BLR-05-2024-0001763-3f6e53,BLR-05,3,5,4,0,2.5,80.7579,55.5237,15.0664,0.042759,0.025631,46.9201,7.019672,0.7
SYN-SEV-BLR-06-2026-0000594-311589,BLR-06,1,0,22,1,2.5,3.4308,20.7496,26.0992,0.084232,0.048618,25.0,6.312325,0.4
SYN-SEV-BLR-06-2023-0000924-f4fbd8,BLR-06,1,6,22,1,2.5,21.1173,52.7247,25.7665,0.457888,0.011391,25.0,13.630107,0.4
SYN-SEV-BLR-06-2024-0000354-0c3f77,BLR-06,3,0,9,1,2.5,89.8674,52.9513,16.6331,0.065649,0.029757,56.7433,7.346237,0.7
SYN-SEV-BLR-02-2024-0001886-25284f,BLR-02,1,6,9,2,2.5,21.8086,33.9393,27.3586,0.050684,0.120286,29.792,4.198759,0.4
SYN-SEV-BLR-04-2025-0000808-fc9690,BLR-04,2,5,11,1,2.5,50.6341,44.5271,22.369,0.062523,0.000279,25.0,4.781413,0.4
SYN-SEV-BLR-02-2022-0001196-38d66f,BLR-02,1,4,10,2,2.5,23.454,53.0109,31.2592,0.105174,0.042759,26.9047,6.867247,0.4
SYN-SEV-BLR-05-2022-0001637-84e340,BLR-05,2,0,9,0,2.5,29.5121,76.9917,19.1201,0.477794,0.01618,40.2278,12.634018,0.4
SYN-SEV-BLR-06-2024-0002364-b1c371,BLR-06,2,5,13,1,2.5,43.7156,43.6922,16.3169,0.076327,0.029154,27.1897,6.907293,0.4
SYN-SEV-BLR-02-2026-0000500-f70fee,BLR-02,1,0,7,2,2.5,21.8161,33.6311,30.2301,0.047172,0.035513,25.0,7.144583,0.4
SYN-SEV-BLR-01-2023-0002557-8270d0,BLR-01,3,5,1,2,2.5,86.6034,46.4118,16.3872,0.104799,0.169061,53.6076,11.161122,0.7
SYN-SEV-BLR-01-2022-0002905-81c3c2,BLR-01,1,1,20,2,2.5,36.9085,36.2868,29.0874,0.081503,0.042703,27.6073,7.913303,0.4
SYN-SEV-BLR-03-2022-0001617-145865,BLR-03,3,3,20,2,2.5,84.8493,31.7095,18.2561,0.046394,0.037536,37.682,4.951385,0.4
SYN-SEV-BLR-06-2025-0000972-d714fc,BLR-06,1,4,16,1,2.5,17.5578,45.8639,23.8147,0.085846,0.030275,25.0,4.903382,0.4
SYN-SEV-BLR-01-2024-0002479-d2dba0,BLR-01,3,0,17,2,2.5,95.9571,49.5132,14.8753,0.110072,0.00857,65.3692,8.545841,0.7
SYN-SEV-BLR-05-2023-0002609-8076bc,BLR-05,3,5,12,0,2.5,55.9125,60.5897,13.3454,0.310692,0.010921,43.0793,12.982043,0.7
SYN-SEV-BLR-03-2024-0000099-7e674b,BLR-03,4,5,16,2,2.5,57.2165,35.0005,26.9501,0.086619,0.007071,34.8859,5.183316,0.4
SYN-SEV-BLR-05-2026-0002309-38a0f4,BLR-05,1,2,19,0,2.5,23.7672,42.4443,27.9265,0.029674,0.04145,25.0,5.857931,0.4
SYN-SEV-BLR-06-2026-0001140-ab1f51,BLR-06,1,0,20,1,2.5,37.3703,45.3597,24.7041,0.047842,0.039026,31.1322,6.291103,0.4
SYN-SEV-BLR-03-2025-0001275-80433b,BLR-03,3,6,17,2,2.5,79.6635,74.0498,20.3293,0.400637,0.223798,60.4778,15.186982,1.0
SYN-SEV-BLR-05-2023-0000203-2ee66c,BLR-05,1,6,5,0,2.5,8.9346,33.474,29.4422,0.044743,0.037085,25.0,4.170222,0.4
SYN-SEV-BLR-02-2025-0002930-f27c57,BLR-02,4,5,17,2,2.5,40.6779,50.2725,22.3462,0.276918,0.018239,41.3674,8.929795,0.4
SYN-SEV-BLR-05-2022-0002969-c0f24b,BLR-05,4,5,14,0,2.5,49.2635,40.2133,15.7668,0.064288,0.008951,35.9817,8.329504,0.4
SYN-SEV-BLR-01-2024-0001243-e83d7c,BLR-01,1,5,10,2,2.5,23.7779,42.4849,27.1708,0.102841,0.037028,26.0224,9.26927,0.4
SYN-SEV-BLR-04-2023-0002278-48a8e3,BLR-04,2,0,15,1,2.5,45.5683,29.3763,23.1562,0.103222,0.002978,39.0884,7.568621,0.4
SYN-SEV-BLR-03-2026-0000423-344290,BLR-03,1,1,15,2,2.5,32.197,60.1653,34.8718,0.416149,0.023561,42.2095,13.51894,0.7
SYN-SEV-BLR-05-2023-0000953-33f36d,BLR-05,4,6,8,0,2.5,31.2077,68.8245,21.0644,0.462082,0.032966,37.3679,13.865929,0.4
SYN-SEV-BLR-02-2022-0002462-0b3dd1,BLR-02,4,5,10,2,2.5,51.0779,54.3387,21.8611,0.107795,0.290244,30.1052,10.589288,0.4
SYN-SEV-BLR-05-2024-0001823-d118a5,BLR-05,3,5,16,0,2.5,77.4494,41.109,17.9218,0.064925,0.042807,42.4639,10.061241,0.4
SYN-SEV-BLR-05-2023-0002519-66cc63,BLR-05,1,5,14,0,2.5,27.8947,35.5792,30.7716,0.03693,0.048492,25.0,6.488482,0.4
SYN-SEV-BLR-01-2024-0001909-34dab3,BLR-01,3,5,17,2,2.5,62.3944,47.4193,17.2187,0.04612,0.036508,40.1015,5.033631,0.4
SYN-SEV-BLR-01-2022-0000115-55535d,BLR-01,4,0,12,2,2.5,27.0668,46.5367,20.9576,0.229342,0.042433,30.054,9.173043,0.4
SYN-SEV-BLR-03-2022-0002511-b09ba0,BLR-03,3,6,11,2,2.5,72.3676,34.8894,17.474,0.086958,0.018371,46.8516,7.478834,0.7
SYN-SEV-BLR-05-2026-0002939-c60a28,BLR-05,2,3,17,0,2.5,61.924,46.524,13.9891,0.051848,0.005131,39.2925,4.396334,0.4
SYN-SEV-BLR-01-2024-0002377-d571d2,BLR-01,3,5,11,2,2.5,80.6708,44.1156,16.1703,0.045368,0.036738,42.371,5.087889,0.7
SYN-SEV-BLR-05-2024-0002543-ad1beb,BLR-05,3,4,8,0,2.5,65.2407,43.9318,15.2167,0.239479,0.043243,56.6295,10.354152,0.7
SYN-SEV-BLR-01-2023-0002803-c13320,BLR-01,3,0,15,2,2.5,82.2589,64.6534,18.6846,0.307051,0.027471,73.1195,17.014706,1.0
SYN-SEV-BLR-01-2023-0001543-501ce3,BLR-01,1,6,15,2,2.5,38.0662,47.8706,32.0971,0.061486,0.043728,37.6112,8.583612,0.4
SYN-SEV-BLR-02-2023-0001754-a8a255,BLR-02,1,2,10,2,2.5,20.6138,41.8431,31.7716,0.112414,0.017959,27.0611,4.568485,0.4
SYN-SEV-BLR-06-2025-0000666-8b09c2,BLR-06,1,5,9,1,2.5,22.7187,25.3015,29.4592,0.037495,0.009076,25.0,1.812137,0.4
SYN-SEV-BLR-04-2022-0002722-92058a,BLR-04,4,3,16,1,2.5,22.7586,35.2385,17.6753,0.084194,0.021217,25.0,4.595418,0.4
SYN-SEV-BLR-04-2026-0002122-4eb45b,BLR-04,4,2,13,1,2.5,23.6313,27.2765,20.4693,0.05911,0.042754,25.0,3.536912,0.4
SYN-SEV-BLR-06-2024-0001650-063d12,BLR-06,3,0,17,1,2.5,71.7017,51.3446,18.9886,0.051547,0.038752,40.0943,10.638182,0.4
SYN-SEV-BLR-05-2026-0000833-ee00fd,BLR-05,1,5,12,0,2.5,16.5664,39.375,22.1929,0.033122,0.008319,25.0,0.001588,0.4
SYN-SEV-BLR-05-2026-0002873-8884ba,BLR-05,3,6,18,0,2.5,70.6209,39.3679,9.3273,0.045273,0.023229,32.7527,9.033677,0.4
SYN-SEV-BLR-02-2026-0000872-2ca871,BLR-02,2,3,10,2,2.5,56.5765,60.2501,31.5674,0.388379,0.01544,47.9239,11.557348,0.7
SYN-SEV-BLR-03-2024-0002529-5ba2cd,BLR-03,3,6,20,2,2.5,65.2375,49.6961,14.1929,0.056267,0.042049,37.2617,6.942055,0.4
SYN-SEV-BLR-03-2025-0001491-a76caf,BLR-03,4,4,11,2,2.5,33.7283,44.0321,26.4253,0.052211,0.006501,25.0,-0.444696,0.4
SYN-SEV-BLR-05-2024-0000137-0b6898,BLR-05,4,0,8,0,2.5,33.3673,29.5403,18.0652,0.04173,0.005461,25.0,6.27038,0.4
