event_id,zone_id,season,start_hour,day_of_week,early_rain_mean,early_outage_ratio,early_traffic_mean,early_aqi_mean,peak_zdi_first_hour,zdi_rise_rate_first_hour,event_flags_active_count_first_hour,affected_hours,avg_hours_fraction
SYN-BLR-06-2025-0002670-c5213a,BLR-06,dry,18,1,24.6105,0.383013,46.6336,29.8356,29.5373,16.801502,0,1.5988,0.159877
SYN-BLR-01-2024-0000991-89d16c,BLR-01,monsoon,15,2,79.2751,0.361641,58.5616,13.6305,57.4244,11.976855,0,6.8616,0.686158
SYN-BLR-05-2026-0002813-e4f600,BLR-05,dry,12,2,21.6865,0.039084,28.2809,29.146,19.7876,5.434666,0,3.0339,0.303387
SYN-BLR-04-2022-0002590-813380,BLR-04,dry,10,4,34.4402,0.092632,36.9861,28.6277,20.1905,8.681306,0,3.4453,0.344531
SYN-BLR-03-2025-0000267-284684,BLR-03,monsoon,20,0,84.2634,0.127526,48.1397,19.7844,46.0705,10.2425,0,6.8529,0.685292
SYN-BLR-02-2025-0000944-cad41f,BLR-02,post_monsoon,19,6,46.1233,0.051427,38.1853,26.616,32.2077,8.036772,0,3.8235,0.382348
SYN-BLR-01-2026-0001375-754526,BLR-01,monsoon,14,2,75.0459,0.122808,40.3434,16.2531,44.34,11.55348,0,7.1762,0.717617
SYN-BLR-01-2025-0002461-eeb6ea,BLR-01,post_monsoon,8,1,40.6065,0.540396,65.9412,21.043,42.9912,13.991398,0,2.0932,0.209324
SYN-BLR-06-2026-0000222-4c6e1b,BLR-06,monsoon,5,6,69.4266,0.100776,45.9255,16.5515,76.963,23.29496,4,8.2035,0.820349
SYN-BLR-04-2024-0002788-72a0e8,BLR-04,post_monsoon,19,5,44.3891,0.55378,45.9424,21.6618,55.5154,14.768951,0,2.5642,0.256425
SYN-BLR-04-2024-0000088-be2058,BLR-04,dry,9,5,25.4938,0.051512,15.1618,31.2291,47.5789,14.10102,3,3.6763,0.36763
SYN-BLR-01-2025-0002437-6e3b82,BLR-01,monsoon,11,6,95.762,0.071152,39.3391,17.96,50.3257,6.561072,0,7.7572,0.775716
SYN-BLR-02-2026-0001418-d9e51a,BLR-02,monsoon,12,0,89.1749,0.111158,49.6223,20.1795,58.8531,10.90827,0,8.1081,0.810809
SYN-BLR-05-2026-0000491-482065,BLR-05,dry,19,5,27.5516,0.525854,50.8014,29.5171,34.782,18.311857,0,1.4898,0.148985
SYN-BLR-06-2024-0000576-22109e,BLR-06,dry,13,2,18.3976,0.421424,51.2111,29.7708,39.1933,11.528375,0,1.7528,0.175285
SYN-BLR-01-2026-0002971-9c3091,BLR-01,dry,17,5,24.3407,0.098054,23.9592,34.4065,22.0826,9.453342,0,2.3145,0.231445
SYN-BLR-01-2024-0000955-33bcb6,BLR-01,post_monsoon,21,5,35.5454,0.094609,39.8352,24.1748,33.2782,8.494159,0,3.2,0.320001
SYN-BLR-06-2023-0000240-86cc9d,BLR-06,monsoon,10,0,73.7883,0.431727,44.1369,10.9006,61.607,15.921034,0,5.6247,0.562474
SYN-BLR-04-2025-0002500-d4f07b,BLR-04,post_monsoon,17,5,34.2287,0.047887,35.815,20.7368,21.3543,5.766446,0,3.1457,0.314568
SYN-BLR-02-2023-0000080-39ec5c,BLR-02,dry,18,1,32.7514,0.127722,26.4949,34.7283,27.7929,8.252272,0,2.6884,0.26884
SYN-BLR-01-2025-0000847-fe9b16,BLR-01,post_monsoon,20,6,36.1363,0.110044,23.946,24.2968,27.1402,8.82189,0,2.5144,0.251439
SYN-BLR-05-2024-0001529-c17b25,BLR-05,monsoon,9,2,79.8645,0.071817,41.2818,7.251,40.7192,11.884036,0,7.458,0.745803
SYN-BLR-06-2024-0000294-43373a,BLR-06,dry,19,3,25.5662,0.068527,33.2725,27.2905,20.761,6.537697,0,2.2162,0.221623
SYN-BLR-03-2024-0001929-db434f,BLR-03,monsoon,12,3,92.173,0.08989,50.1778,17.8126,47.6167,9.168924,0,8.0799,0.807991
SYN-BLR-01-2025-0002539-4bab67,BLR-01,post_monsoon,12,4,57.5507,0.083095,35.6245,25.3631,37.1436,8.954072,0,4.6228,0.462284
SYN-BLR-01-2025-0000127-fca9e3,BLR-01,dry,11,1,23.0996,0.070398,29.0074,31.0177,17.1321,7.606203,0,2.2855,0.228555
SYN-BLR-03-2024-0002871-6e2ac1,BLR-03,pre_monsoon,19,0,46.9649,0.118659,34.812,21.4279,24.7812,6.47241,0,4.4959,0.44959
SYN-BLR-02-2026-0001616-66ffe1,BLR-02,pre_monsoon,20,0,38.6702,0.127141,45.7722,26.1329,35.4873,4.28562,0,3.6031,0.360314
SYN-BLR-01-2024-0000787-bad14d,BLR-01,dry,17,3,42.4888,0.069596,38.9128,28.4244,26.1443,4.100492,0,3.5561,0.355612
SYN-BLR-02-2025-0001460-5c9802,BLR-02,monsoon,8,2,82.5935,0.099131,53.0357,11.1503,44.8843,8.806112,0,7.2065,0.72065
SYN-BLR-03-2022-0000333-9a04fe,BLR-03,dry,14,2,38.4326,0.05566,34.5836,30.8638,25.8645,8.304471,0,3.679,0.367904
SYN-BLR-05-2023-0001187-f6810a,BLR-05,monsoon,17,2,64.1424,0.518497,56.1475,14.6368,52.2378,20.27547,0,5.1218,0.512184
SYN-BLR-01-2026-0000349-b38b48,BLR-01,dry,10,4,23.6776,0.479612,53.1577,37.8048,39.3483,17.015612,0,1.6137,0.161367
SYN-BLR-05-2026-0002249-d24600,BLR-05,dry,8,1,23.1255,0.053736,38.1436,23.1077,22.9619,7.642076,0,3.0287,0.302867
SYN-BLR-06-2023-0000030-2aa393,BLR-06,pre_monsoon,4,2,44.0949,0.104841,31.2759,22.0211,26.458,6.85139,0,3.6405,0.364055
SYN-BLR-03-2022-0001293-22d443,BLR-03,monsoon,8,5,92.8249,0.06321,53.7952,20.9992,53.9544,12.220783,0,7.7897,0.778971
SYN-BLR-04-2023-0000472-9d8b7e,BLR-04,monsoon,22,1,79.3498,0.054142,46.6638,16.7064,48.0808,10.127611,0,7.0067,0.700672
SYN-BLR-01-2026-0000907-cb6d98,BLR-01,monsoon,19,2,82.1178,0.120964,43.9769,18.8858,47.9631,12.531585,0,6.7121,0.671208
SYN-BLR-01-2025-0001525-44db6c,BLR-01,pre_monsoon,7,1,62.7285,0.318169,53.1414,31.8364,48.4879,15.504474,0,5.1379,0.513786
SYN-BLR-04-2024-0001864-3f6db1,BLR-04,pre_monsoon,0,6,48.9205,0.067183,35.7726,23.2855,37.9925,6.522666,0,3.6332,0.363319
SYN-BLR-02-2026-0001196-a670a5,BLR-02,post_monsoon,7,2,56.6672,0.082846,35.4649,27.2581,28.943,6.562542,0,4.8766,0.487655
SYN-BLR-06-2023-0001896-a1cf06,BLR-06,post_monsoon,21,3,47.7753,0.104159,42.6883,21.2004,34.6029,12.291584,0,4.2572,0.425716
SYN-BLR-04-2026-0001228-4390f9,BLR-04,pre_monsoon,2,5,48.6469,0.471868,54.4939,23.8931,51.3162,15.851029,0,2.7535,0.275347
SYN-BLR-04-2023-0001810-dd2400,BLR-04,post_monsoon,13,6,29.5521,0.447889,49.3015,27.0349,43.0512,15.56735,0,2.6563,0.265631
SYN-BLR-01-2022-0001777-ac3c1d,BLR-01,pre_monsoon,11,2,47.4693,0.050028,36.8825,24.7421,27.4664,4.716315,0,4.0878,0.408778
SYN-BLR-01-2023-0000475-5dcb1d,BLR-01,monsoon,17,3,95.8418,0.062498,42.4468,17.6902,50.1378,11.173804,0,8.1597,0.815971
SYN-BLR-02-2023-0000266-7f4851,BLR-02,pre_monsoon,20,0,60.453,0.07881,36.8873,24.1885,41.4442,9.577521,0,4.5814,0.458141
SYN-BLR-01-2026-0001333-029adc,BLR-01,dry,12,0,46.7745,0.126577,25.9053,25.1669,31.7547,12.208665,0,3.9437,0.394367
SYN-BLR-05-2025-0002207-5436dd,BLR-05,dry,9,1,11.3734,0.536882,57.1649,15.8127,63.8604,19.661997,3,1.8999,0.189992
SYN-BLR-03-2023-0001155-4fe502,BLR-03,monsoon,9,2,76.4478,0.068517,32.5084,20.5583,50.6257,8.992685,0,6.1346,0.613456
SYN-BLR-01-2026-0000757-b1b467,BLR-01,post_monsoon,6,0,55.5663,0.282902,46.7347,23.9629,45.2926,15.175568,0,4.1202,0.412018
SYN-BLR-02-2026-0002636-086dba,BLR-02,post_monsoon,12,4,55.7298,0.356539,50.9935,16.4375,64.11,19.121953,2,5.0203,0.502034
SYN-BLR-03-2025-0002649-d2ed99,BLR-03,monsoon,9,4,69.4964,0.073892,45.8339,17.4387,46.8905,10.560001,0,6.251,0.625095
SYN-BLR-02-2025-0000392-996171,BLR-02,dry,19,6,18.9407,0.091008,41.012,32.3185,35.2699,10.474706,1,2.2982,0.229817
SYN-BLR-03-2022-0002343-43b2ae,BLR-03,pre_monsoon,16,4,57.6198,0.07641,28.777,26.7734,23.8891,7.76651,0,5.1368,0.513683
SYN-BLR-02-2023-0000140-893e93,BLR-02,dry,12,2,29.2031,0.049415,28.3252,24.4406,25.4299,5.115706,0,2.6224,0.262243
SYN-BLR-06-2022-0001860-7641b9,BLR-06,post_monsoon,19,0,32.2273,0.091256,25.9294,20.9185,34.3457,7.841659,0,2.7391,0.273909
SYN-BLR-06-2026-0000828-ab1498,BLR-06,monsoon,16,4,71.3373,0.433051,63.6258,14.3763,49.9832,18.469282,0,5.6205,0.562048
SYN-BLR-04-2022-0001420-f3242e,BLR-04,monsoon,13,5,78.0957,0.094868,43.4987,17.3288,36.4974,8.916258,0,6.7998,0.679983
SYN-BLR-01-2026-0001153-ff8ca5,BLR-01,dry,20,0,42.6275,0.066842,43.1043,31.9897,32.4794,4.204387,0,3.543,0.354304
SYN-BLR-06-2026-0000168-57f08c,BLR-06,monsoon,3,6,93.2999,0.082081,51.6735,23.249,47.3888,11.41439,0,7.103,0.710302
SYN-BLR-06-2025-0002298-f9ab42,BLR-06,monsoon,14,1,73.1367,0.080272,44.0763,15.4122,54.2517,10.033101,0,6.5633,0.656333
SYN-BLR-01-2022-0002893-bd0837,BLR-01,pre_monsoon,12,2,52.5624,0.358334,50.232,31.142,48.9315,15.319108,0,3.885,0.388505
SYN-BLR-05-2022-0000689-6646ec,BLR-05,monsoon,7,1,74.5607,0.100859,47.9066,9.4641,43.4722,10.839994,0,6.7381,0.673809
SYN-BLR-01-2023-0001075-49f680,BLR-01,monsoon,17,5,84.8791,0.060814,42.5731,20.5576,46.2808,9.570296,0,7.6138,0.761375
SYN-BLR-03-2025-0001527-b12303,BLR-03,monsoon,18,6,84.9036,0.060789,36.4004,18.2193,49.5475,10.148756,0,6.9579,0.695794
SYN-BLR-04-2025-0002380-deeeca,BLR-04,monsoon,11,5,81.7363,0.046398,36.0095,17.1761,46.7322,11.238635,0,6.9529,0.69529
SYN-BLR-05-2025-0002885-d47177,BLR-05,monsoon,16,4,73.6274,0.043083,44.1682,14.9948,49.9798,8.569186,0,6.5517,0.655174
SYN-BLR-04-2023-0001708-25a4f2,BLR-04,pre_monsoon,15,5,65.6649,0.390201,57.0767,20.6222,51.7448,16.521702,0,4.6523,0.465229
SYN-BLR-03-2026-0000651-aaab90,BLR-03,monsoon,19,2,90.6769,0.107464,43.4263,15.4204,50.4445,11.204766,0,7.0889,0.708891
SYN-BLR-02-2023-0001502-eb311c,BLR-02,monsoon,13,1,95.3922,0.063062,46.0853,20.5563,49.6164,10.049756,0,8.1742,0.81742
SYN-BLR-02-2024-0002726-6dea83,BLR-02,dry,18,3,22.9528,0.116771,30.555,32.1904,28.397,9.586517,1,2.2569,0.225693
SYN-BLR-06-2024-0001374-a47b05,BLR-06,monsoon,17,1,79.3916,0.293386,57.3563,14.754,58.778,15.127087,0,6.1825,0.618251
SYN-BLR-04-2022-0000784-a28b36,BLR-04,monsoon,11,6,67.9847,0.08564,29.8002,19.2621,41.97,11.108722,0,6.4427,0.644268
SYN-BLR-03-2024-0002883-2a58f7,BLR-03,dry,6,6,36.523,0.552257,57.5661,34.5218,38.8912,14.490622,0,2.2099,0.220987
SYN-BLR-05-2022-0000833-87d2af,BLR-05,dry,1,2,21.8593,0.094673,29.7061,28.1183,18.7795,8.711198,0,1.6427,0.164271
SYN-BLR-04-2024-0001432-e40a86,BLR-04,monsoon,5,2,75.2382,0.1153,51.7457,13.2414,54.4198,6.626915,0,6.7401,0.674011
SYN-BLR-06-2025-0001920-c5fa10,BLR-06,post_monsoon,17,5,54.8123,0.107873,43.0101,18.5878,38.6128,12.918719,0,4.9648,0.496484
SYN-BLR-04-2022-0002098-eb9bae,BLR-04,monsoon,11,1,63.8394,0.052038,45.7838,20.0749,41.7852,6.01,0,5.8521,0.585209
SYN-BLR-01-2022-0000379-470c96,BLR-01,dry,17,4,27.6106,0.10715,31.5857,35.0785,26.8302,7.310532,0,2.6735,0.267352
SYN-BLR-01-2025-0001021-da0da3,BLR-01,monsoon,14,4,92.5989,0.077084,50.3127,22.4267,71.9774,11.710246,1,8.1934,0.81934
SYN-BLR-04-2026-0001090-893ef7,BLR-04,monsoon,7,1,68.9235,0.092788,35.0346,21.4014,42.4211,8.99389,0,5.6923,0.569225
SYN-BLR-03-2025-0001245-ecc44f,BLR-03,monsoon,7,2,77.403,0.079875,42.9182,22.749,43.1998,13.555219,0,6.5358,0.65358
SYN-BLR-04-2025-0001744-cd8db3,BLR-04,monsoon,5,2,86.1744,0.559273,50.9734,15.5966,64.1295,21.163116,0,5.7266,0.572664
SYN-BLR-02-2025-0000746-71c4ee,BLR-02,pre_monsoon,17,5,61.3104,0.126236,57.0646,28.2398,48.6692,7.740244,0,5.247,0.524701
SYN-BLR-04-2024-0002692-66825a,BLR-04,dry,5,6,22.8188,0.099997,36.0454,28.5565,45.3713,12.419576,3,2.9017,0.290168
SYN-BLR-06-2025-0001410-14e4a2,BLR-06,monsoon,14,3,76.2524,0.09594,48.1127,14.185,42.7445,11.237778,0,7.2855,0.728553
SYN-BLR-02-2026-0002780-892bac,BLR-02,post_monsoon,10,3,48.6578,0.451554,55.0283,25.137,41.4716,16.371437,0,3.5279,0.352787
SYN-BLR-05-2023-0000461-502d8b,BLR-05,dry,0,3,16.3094,0.062803,47.204,22.3983,17.1176,2.720012,0,1.4925,0.149247
SYN-BLR-01-2026-0002179-26d0a2,BLR-01,pre_monsoon,17,4,63.4843,0.082943,42.8843,21.1984,40.129,8.812663,0,5.6146,0.561456
SYN-BLR-05-2023-0000599-dab9bf,BLR-05,dry,20,2,18.4725,0.230096,38.8765,27.9417,36.5783,9.058315,1,1.4408,0.144077
SYN-BLR-05-2023-0002297-88e4e8,BLR-05,pre_monsoon,11,4,44.421,0.093768,35.7264,20.3126,32.7554,9.541382,1,4.6554,0.465537
SYN-BLR-02-2026-0002786-69241b,BLR-02,monsoon,15,4,93.6419,0.098058,46.1852,20.9431,59.2078,13.495378,0,7.7432,0.77432
SYN-BLR-03-2022-0001053-e49540,BLR-03,pre_monsoon,7,1,51.8215,0.120587,51.4528,23.5754,37.3602,9.99217,0,4.9635,0.496349
SYN-BLR-05-2024-0002783-07c305,BLR-05,dry,20,4,19.9476,0.573661,39.9362,32.3414,31.586,17.437661,0,0.6133,0.061334
SYN-BLR-03-2023-0002601-373d42,BLR-03,monsoon,16,6,93.4942,0.089443,51.8698,21.4244,54.419,12.030612,0,7.6163,0.761632
SYN-BLR-04-2025-0000700-ee8c00,BLR-04,monsoon,9,0,85.1358,0.088509,35.8343,16.3735,90.4785,15.907581,4,8.7155,0.871548
SYN-BLR-05-2026-0000725-564e4c,BLR-05,pre_monsoon,12,1,28.1688,0.06744,23.3974,18.8116,21.56,7.480727,0,3.3389,0.333892
SYN-BLR-04-2025-0000178-df9667,BLR-04,pre_monsoon,17,1,54.3605,0.076944,25.9256,21.0056,33.2364,7.304317,0,4.5901,0.459013
SYN-BLR-04-2026-0002026-a118d9,BLR-04,monsoon,7,3,80.1133,0.049758,32.2753,19.1463,44.2702,7.555735,0,7.0155,0.701548
SYN-BLR-01-2026-0001315-7a45e0,BLR-01,post_monsoon,19,5,52.4179,0.109701,39.2701,24.542,38.922,9.352094,1,4.2787,0.427869
SYN-BLR-06-2024-0001092-e70c2f,BLR-06,monsoon,7,5,84.4881,0.084431,47.8208,12.7428,55.6611,10.503975,0,7.5555,0.755555
SYN-BLR-02-2024-0002396-c25322,BLR-02,post_monsoon,8,1,40.3108,0.112379,52.7156,22.6117,25.6556,8.338403,0,4.1142,0.411417
SYN-BLR-06-2024-0000504-af5264,BLR-06,dry,13,5,24.1188,0.043859,39.5717,22.5392,21.5154,6.957877,0,2.9928,0.299282
SYN-BLR-06-2025-0003000-03c110,BLR-06,pre_monsoon,17,0,58.1245,0.477441,49.5055,26.3633,47.8738,18.157114,0,3.5811,0.358108
SYN-BLR-01-2023-0000919-44fea8,BLR-01,dry,7,5,28.7935,0.09065,39.4176,25.9037,15.5765,6.912446,0,2.8805,0.288049
SYN-BLR-02-2025-0001628-a0ec2f,BLR-02,pre_monsoon,12,4,40.208,0.076404,26.3893,23.2586,22.8349,8.35325,0,3.9086,0.390856
SYN-BLR-02-2025-0002222-b03df9,BLR-02,monsoon,23,5,95.2216,0.054536,41.7852,18.549,54.4035,9.990723,0,7.7194,0.771936
SYN-BLR-05-2023-0002681-dd5934,BLR-05,monsoon,22,2,65.54,0.092174,27.8333,11.5464,41.7308,6.881193,0,5.1523,0.51523
SYN-BLR-06-2022-0001950-c0bed0,BLR-06,post_monsoon,20,0,46.1247,0.040513,31.8453,18.7475,37.3375,6.798195,0,4.0662,0.406616
SYN-BLR-03-2024-0001137-06c33f,BLR-03,dry,20,6,33.6912,0.115282,46.7716,30.8735,29.2079,9.958709,0,3.0884,0.308845
SYN-BLR-01-2023-0000043-91f49b,BLR-01,pre_monsoon,15,3,64.0389,0.079025,35.122,26.8614,39.4898,8.462385,0,5.8521,0.585208
SYN-BLR-03-2024-0000453-fc100d,BLR-03,pre_monsoon,8,3,50.6525,0.060836,25.8682,17.2558,41.6472,9.605027,0,4.4692,0.44692
SYN-BLR-06-2022-0001002-eb786c,BLR-06,dry,2,1,25.2694,0.04345,38.577,31.1342,21.9247,4.604141,0,2.2242,0.222417
SYN-BLR-04-2025-0002584-dbc34c,BLR-04,post_monsoon,0,3,49.8016,0.379966,48.0663,22.9638,38.8731,17.393862,0,2.9872,0.298722
SYN-BLR-02-2026-0002144-d481be,BLR-02,dry,13,4,24.222,0.103175,45.148,23.5407,21.8126,7.831304,0,2.484,0.248403
SYN-BLR-06-2026-0002646-09089a,BLR-06,dry,9,2,17.0186,0.086038,30.6607,23.1189,17.5881,7.174915,0,2.6423,0.264233
SYN-BLR-03-2022-0000693-8f29b5,BLR-03,monsoon,13,2,85.5901,0.127443,46.0619,19.0799,47.5309,6.033518,0,7.4415,0.744155
SYN-BLR-06-2024-0002868-8485ad,BLR-06,monsoon,13,3,74.4253,0.428653,57.3105,17.3001,62.1398,18.55877,0,6.3469,0.634685
SYN-BLR-06-2025-0000882-1155ed,BLR-06,dry,20,0,24.9584,0.086153,27.8296,28.4091,17.7182,7.160371,0,2.2731,0.227307
SYN-BLR-06-2023-0001956-e5fa84,BLR-06,post_monsoon,10,1,49.9981,0.397861,55.8148,19.6347,47.3338,15.010225,0,3.8163,0.381629
SYN-BLR-02-2022-0002804-11721c,BLR-02,post_monsoon,0,3,41.2468,0.104571,26.507,24.9395,24.8541,7.426082,0,2.738,0.273805
SYN-BLR-01-2025-0002059-8063ec,BLR-01,monsoon,13,2,86.877,0.586523,68.153,25.9015,100.0,27.345852,3,7.4635,0.746352
SYN-BLR-06-2023-0001788-4bc039,BLR-06,monsoon,10,5,68.5114,0.523448,58.5562,19.4592,52.1997,19.641009,0,5.333,0.533296
SYN-BLR-02-2023-0002120-0a4138,BLR-02,post_monsoon,10,0,51.6018,0.075561,46.1554,22.7617,37.1058,7.878886,0,4.6657,0.466566
SYN-BLR-03-2022-0002991-08fc0b,BLR-03,pre_monsoon,14,2,56.012,0.093507,31.6171,28.6729,32.089,8.015111,0,5.0966,0.509656
SYN-BLR-01-2022-0000979-2fe1ff,BLR-01,dry,7,6,46.9035,0.500389,47.0781,33.681,45.5293,18.513145,0,2.2876,0.228756
SYN-BLR-06-2022-0002520-e62566,BLR-06,monsoon,14,0,84.5597,0.520465,65.7181,17.4752,55.7395,19.629695,0,6.3388,0.63388
SYN-BLR-01-2024-0002857-0face4,BLR-01,post_monsoon,19,0,38.0378,0.486211,46.0148,23.7192,30.8941,14.655928,0,2.3758,0.237581
SYN-BLR-02-2023-0000752-d81afe,BLR-02,monsoon,8,1,79.5813,0.085892,47.7228,21.1299,40.0707,13.06005,0,6.8046,0.680455
SYN-BLR-05-2026-0000143-375be1,BLR-05,monsoon,20,2,76.6966,0.089705,48.0344,11.6392,50.09,12.642227,0,6.6742,0.667416
SYN-BLR-04-2023-0000868-8ff90a,BLR-04,dry,11,2,27.7224,0.110711,30.893,27.3978,19.5321,9.316309,0,2.6652,0.266518
SYN-BLR-01-2024-0000139-319334,BLR-01,post_monsoon,8,0,47.1802,0.07073,30.7626,26.8142,33.6088,9.997915,0,3.9103,0.391031
SYN-BLR-03-2022-0000261-913a31,BLR-03,monsoon,16,6,81.0333,0.082342,41.1424,16.2427,44.3495,11.583893,0,6.6721,0.667207
SYN-BLR-05-2023-0001307-e8a268,BLR-05,dry,16,1,25.5517,0.097008,46.6788,21.2093,43.9961,15.006303,2,3.0881,0.308807
SYN-BLR-01-2025-0002869-bf3146,BLR-01,post_monsoon,0,4,46.2029,0.073879,30.2483,22.6316,27.445,11.319846,0,3.6171,0.361713
SYN-BLR-03-2024-0001815-6af622,BLR-03,monsoon,9,3,85.9772,0.100243,45.0526,23.9337,52.407,13.377956,0,7.4231,0.742309
SYN-BLR-02-2026-0000482-4d8b24,BLR-02,dry,20,6,27.9131,0.077589,35.1773,28.3771,13.8249,9.469473,0,2.1945,0.21945
SYN-BLR-01-2025-0000313-f85b26,BLR-01,dry,14,0,25.0112,0.087701,30.8942,34.9286,28.4704,6.990538,0,2.9765,0.297646
SYN-BLR-05-2025-0000359-7b9338,BLR-05,dry,14,4,13.3735,0.080821,38.232,28.5653,17.1508,8.902972,0,1.5381,0.153812
SYN-BLR-04-2024-0000628-2bc03b,BLR-04,dry,5,5,35.8299,0.096569,40.904,30.6415,27.9637,9.192455,0,3.0832,0.30832
SYN-BLR-06-2025-0001932-b2491b,BLR-06,dry,4,2,26.9852,0.079555,33.3188,26.666,23.7256,8.305387,0,2.5127,0.251269
SYN-BLR-06-2023-0002994-4fc0fb,BLR-06,monsoon,9,0,55.8968,0.287043,31.9284,20.9544,47.0552,14.345698,0,5.3452,0.534519
SYN-BLR-01-2025-0001507-e94b63,BLR-01,post_monsoon,11,4,36.1879,0.061211,41.9979,28.8858,10.9749,11.335731,0,4.0798,0.407984
SYN-BLR-02-2024-0001982-024523,BLR-02,monsoon,10,3,75.684,0.128767,44.5798,14.5236,43.2505,11.700221,0,6.3427,0.634271
SYN-BLR-05-2026-0001919-efc20f,BLR-05,pre_monsoon,14,2,30.4796,0.04361,24.7587,15.629,15.4387,5.789287,0,3.4767,0.347673
SYN-BLR-04-2022-0000862-2ddb34,BLR-04,dry,22,6,19.1924,0.09096,35.8071,32.6287,4.9563,7.478008,0,2.4134,0.241342
SYN-BLR-04-2022-0000016-52e63b,BLR-04,monsoon,19,4,73.3969,0.103882,41.1848,23.2228,41.1916,9.070958,0,6.3447,0.634474
SYN-BLR-04-2022-0000364-ed2f1f,BLR-04,pre_monsoon,13,6,41.1349,0.428248,60.6782,22.5084,40.1978,12.954972,0,2.8193,0.281928
SYN-BLR-01-2024-0001849-a29998,BLR-01,dry,18,2,29.3849,0.478887,47.6563,28.865,39.8428,15.267047,0,2.0761,0.207611
SYN-BLR-03-2023-0002637-6fc078,BLR-03,dry,5,3,27.8508,0.079375,39.3092,32.2985,26.1856,5.7451,0,2.0718,0.207178
SYN-BLR-03-2023-0001281-d99518,BLR-03,pre_monsoon,12,5,61.3687,0.056813,36.9307,29.8764,37.9592,8.392879,0,4.7192,0.471917
SYN-BLR-04-2023-0000304-d921cc,BLR-04,monsoon,11,2,82.6183,0.085337,36.7382,14.859,44.5963,9.995698,0,6.9412,0.694121
SYN-BLR-05-2022-0000881-c096cf,BLR-05,monsoon,3,0,70.8237,0.060352,36.8232,12.6393,40.2542,9.006552,0,5.9438,0.594385
SYN-BLR-01-2026-0001003-ff2652,BLR-01,pre_monsoon,14,5,48.9947,0.461666,53.3118,23.6482,45.9926,18.141527,0,3.589,0.358902
SYN-BLR-03-2024-0002967-7842e4,BLR-03,dry,22,1,23.172,0.37321,40.7071,24.9891,33.9447,13.921603,0,1.6899,0.168988
SYN-BLR-05-2026-0000635-23625a,BLR-05,dry,18,6,23.2039,0.079356,26.4621,26.5021,21.7928,7.499138,0,2.3331,0.233306
SYN-BLR-01-2023-0001549-1998eb,BLR-01,monsoon,10,3,93.2056,0.108913,44.3488,18.441,49.6486,10.831604,0,7.6843,0.768428
SYN-BLR-05-2026-0002417-62b69d,BLR-05,dry,10,1,20.1056,0.058332,19.156,26.03,15.2586,6.060816,0,1.9883,0.198829
SYN-BLR-06-2023-0001074-1b8617,BLR-06,post_monsoon,18,5,31.6002,0.093453,40.3669,16.076,23.067,9.747964,0,3.5592,0.355918
SYN-BLR-05-2022-0001613-5aaaba,BLR-05,pre_monsoon,16,1,42.3232,0.099863,37.927,22.2901,62.1652,14.439996,3,4.9898,0.498981
SYN-BLR-02-2022-0000842-82f920,BLR-02,post_monsoon,19,5,52.8809,0.100831,38.4192,28.3603,35.8296,11.465793,0,4.3792,0.437923
SYN-BLR-05-2023-0001085-589d54,BLR-05,dry,12,6,14.9688,0.032957,32.8021,30.4129,15.5539,4.113458,0,2.2877,0.228769
SYN-BLR-01-2024-0000259-ad06c5,BLR-01,monsoon,14,5,73.0397,0.059703,38.707,22.4813,50.3346,8.909142,0,6.3289,0.632891
SYN-BLR-02-2026-0001100-7a900d,BLR-02,pre_monsoon,7,1,62.6343,0.070549,37.264,20.3125,37.71,5.88002,0,5.1766,0.517659
SYN-BLR-03-2026-0000303-1d565c,BLR-03,post_monsoon,9,4,43.4322,0.079133,26.1876,20.1145,27.7243,9.752957,0,4.4949,0.449487
SYN-BLR-02-2025-0000386-151865,BLR-02,monsoon,10,1,54.6692,0.059377,32.8908,15.6445,35.8033,7.110947,0,5.8329,0.583288
SYN-BLR-06-2023-0001992-1edc35,BLR-06,dry,16,3,32.5583,0.043609,43.9817,31.2043,35.2091,8.044838,0,3.1882,0.318818
SYN-BLR-03-2022-0001911-7d77ea,BLR-03,pre_monsoon,13,0,48.3021,0.10121,43.0313,29.2912,38.9458,10.135189,0,4.6685,0.46685
SYN-BLR-01-2026-0001675-05d202,BLR-01,monsoon,19,4,86.8202,0.116256,36.5951,18.1051,46.8102,11.884131,0,7.1906,0.719065
SYN-BLR-06-2026-0000348-146815,BLR-06,monsoon,8,4,92.6433,0.056103,44.82,15.7034,45.8666,6.984012,0,7.6695,0.766949
SYN-BLR-05-2023-0001733-aaa7c9,BLR-05,post_monsoon,5,4,32.3229,0.27078,50.2063,22.287,36.1745,12.682692,0,2.6683,0.266828
SYN-BLR-05-2022-0000233-c84f7b,BLR-05,dry,7,4,8.2184,0.09685,37.8468,29.3584,26.9385,8.024527,0,1.5357,0.153575
SYN-BLR-06-2023-0000990-8379fa,BLR-06,pre_monsoon,22,0,56.5349,0.053756,39.5391,21.4922,46.7044,9.303735,0,4.4437,0.444367
SYN-BLR-02-2022-0002426-4db236,BLR-02,monsoon,19,6,92.8252,0.052917,43.2852,25.748,52.9703,5.154847,0,7.7326,0.77326
SYN-BLR-06-2025-0000498-6a3b01,BLR-06,dry,7,3,23.783,0.095339,35.1592,25.9504,19.4218,6.761029,0,2.155,0.2155
